#{"env_id": "Walker2d-v1", "t_start": 1522284515.561102}
r,l,t
128.543599,165,205.06011
103.083048,139,206.619421
105.843244,143,208.153567
693.678817,518,213.826919
764.393907,591,220.132606
173.749218,209,222.442471
87.30156,119,223.713105
186.411515,222,226.073349
97.923085,134,227.513421
676.851288,503,232.98694
117.643821,152,234.776821
166.779188,203,236.90579
102.129984,136,238.380561
92.749591,126,239.947542
83.279327,115,241.235306
156.372071,191,243.329432
99.928456,133,244.879861
188.119901,224,247.362905
802.717977,630,254.538293
739.518981,567,261.036697
103.342443,138,262.712359
133.09868,171,264.61762
190.28593,227,267.346489
786.124587,614,274.742325
119.650605,154,276.533967
167.636334,205,278.958187
861.965095,690,287.363715
911.443389,739,295.857778
862.303109,689,303.983315
754.813572,582,310.718152
824.2135,652,318.555057
851.93098,680,326.687735
697.83268,526,332.944774
760.194586,587,339.903611
801.959339,630,347.961228
904.423632,732,356.902438
96.542704,130,358.633258
131.625764,167,360.679972
155.960902,191,363.001899
159.676458,195,365.496769
894.973252,722,374.511595
139.915697,175,376.92293
146.167418,181,379.200161
116.264021,151,381.071462
112.461346,148,383.067183
202.662991,242,386.102009
108.225912,143,387.895653
120.518172,156,389.945069
1022.718092,852,400.7658
842.81081,670,409.491639
876.839444,704,418.649399
770.427453,598,426.364252
924.06944,751,436.344578
893.65421,720,445.818495
851.918915,680,455.142039
893.372661,720,464.535435
916.119156,744,474.480587
899.506424,727,484.084699
855.316338,682,493.213132
206.338881,241,496.541053
843.46073,670,505.488189
189.234706,223,508.577149
826.475915,653,517.345038
119.716241,152,519.367875
794.223939,620,527.953079
781.639803,608,536.429327
758.588757,586,544.576922
127.334965,159,546.776225
167.933491,201,549.63228
355.769428,390,554.931002
120.97956,154,557.218739
810.044869,638,566.379174
795.512503,623,575.296573
779.868932,608,584.001468
850.355029,677,593.938073
778.392985,606,602.730189
816.441613,643,612.015495
759.203906,587,620.606487
166.028706,198,623.571464
135.643646,168,626.021083
157.690897,191,628.979502
149.135846,182,631.766705
782.662111,609,640.903676
763.277574,590,650.025064
161.884668,195,653.0312
781.337721,608,662.180994
743.118161,570,670.807369
824.205174,652,680.89942
205.614138,239,684.614374
767.170391,595,693.782255
435.471967,391,699.743985
191.658518,223,703.112507
140.929641,173,705.941592
832.872054,661,716.155328
806.639121,634,725.971021
169.45879,201,729.166928
124.441399,156,731.593333
115.923821,147,733.79268
116.947416,148,736.259532
820.219377,647,747.039131
127.440657,160,749.523906
780.206645,607,759.066437
736.634614,564,768.054677
230.731145,263,772.305124
217.129827,249,776.253873
141.143897,173,779.122681
905.845589,735,790.870924
777.306593,605,800.938768
754.196116,582,810.456362
915.870164,745,822.604609
123.350311,154,825.089622
758.211525,586,834.92772
163.040984,195,838.142429
824.213324,652,848.902441
878.066648,705,861.089965
810.858494,638,871.78262
845.057072,672,882.987242
798.055288,624,893.764366
463.158484,419,900.726446
443.246872,399,907.613188
147.546009,180,910.803702
781.584413,610,921.167375
806.411817,635,932.29644
937.319646,765,946.069511
535.117415,490,954.824931
807.337645,634,966.222742
131.421987,163,969.207486
832.247426,659,981.623084
784.292326,612,992.396351
532.983578,488,1001.087479
858.069518,686,1013.201957
806.255955,633,1024.407936
153.287055,185,1027.783917
841.639628,668,1039.812412
136.546078,168,1042.76285
819.410509,646,1054.671976
889.802787,718,1067.697558
513.619799,469,1076.282324
436.837056,391,1083.557915
153.082837,185,1086.856005
177.117858,209,1090.810978
582.825592,540,1100.865541
126.222373,157,1103.832733
442.213943,398,1111.204342
144.871517,176,1114.422741
240.282301,273,1119.861459
454.527032,411,1127.558837
129.784102,160,1130.638014
453.533649,409,1138.443458
818.27682,645,1150.557184
459.254207,415,1158.381397
139.438554,171,1161.581115
814.203057,641,1173.729136
201.795519,234,1178.294164
462.165117,418,1186.337158
460.782331,416,1194.271063
577.052203,401,1201.833291
490.69152,447,1210.486183
588.474621,412,1218.572314
726.088159,553,1229.250134
707.845805,532,1239.648879
487.817863,443,1248.628852
167.440829,199,1252.584109
634.478792,461,1261.518782
118.094746,149,1264.487987
478.050611,434,1273.748261
142.150955,173,1277.537801
178.557428,210,1281.858608
842.326365,667,1295.926573
473.233265,429,1305.46702
463.399056,419,1314.112463
210.972567,244,1319.417137
452.858148,409,1328.590231
234.493951,267,1334.454282
571.557993,396,1342.677587
512.020347,469,1352.688761
518.27887,474,1362.719833
626.278,583,1374.955933
548.012829,503,1385.653407
146.200693,178,1389.317656
482.471876,437,1400.012903
553.550259,509,1410.567453
164.988123,197,1414.751408
135.943092,168,1418.153366
696.528274,523,1428.970903
145.908294,178,1432.681489
120.595461,151,1435.91772
145.137643,177,1439.521676
656.194302,477,1449.601283
496.371471,453,1459.184727
582.987298,407,1467.899331
152.591078,185,1471.786917
103.157248,134,1474.590836
559.888297,388,1482.885569
159.478882,191,1487.255328
250.730543,284,1493.122595
601.85414,421,1501.969047
159.004319,192,1506.038232
704.40743,528,1517.08125
426.050969,383,1525.19472
464.93971,421,1534.158359
471.211251,428,1543.676553
652.611694,478,1555.096331
125.720734,157,1558.647722
633.160777,450,1568.721283
197.792875,231,1573.788897
186.552575,219,1578.723086
171.144588,204,1583.068237
123.314048,154,1586.438506
197.221719,229,1591.381485
139.039287,171,1595.244333
454.973078,412,1604.162972
92.632939,123,1607.014933
477.412925,434,1616.401303
612.870182,434,1625.864647
122.71314,154,1629.409856
129.969217,161,1632.908063
626.0204,450,1643.048174
646.048548,469,1653.653552
609.207282,434,1663.402409
696.999062,521,1675.106736
639.655702,462,1685.46497
149.782283,182,1689.533358
597.767348,424,1699.074603
656.961537,485,1710.001537
594.354507,419,1719.481658
162.770145,195,1723.960842
634.778686,462,1734.654324
132.61859,164,1738.227174
579.565773,405,1747.471304
118.860455,151,1750.901736
132.209499,163,1754.692342
135.979116,167,1758.517737
705.984228,533,1770.663188
577.9545,401,1779.842505
655.916469,480,1790.962125
611.821757,432,1801.004492
182.289674,214,1805.844054
668.69026,493,1817.352207
585.851434,407,1826.891592
152.169666,183,1831.037858
204.298063,236,1836.638201
158.579615,189,1840.956275
574.186341,398,1850.814421
864.443651,688,1866.95175
106.334867,137,1870.384686
640.518295,462,1881.422599
613.401081,437,1891.63108
687.878459,513,1903.853204
635.122123,463,1914.919883
599.49313,422,1925.183586
652.146967,476,1936.618876
577.164483,400,1946.305758
565.442301,388,1955.847731
588.299272,410,1965.756091
605.617258,426,1975.818938
648.403308,477,1987.366901
182.231796,215,1992.641217
157.749693,189,1997.111533
616.802497,438,2007.858406
133.488969,165,2011.753137
162.02807,194,2016.663325
645.914436,474,2028.200576
155.659766,187,2032.645098
567.500136,395,2042.325227
146.696724,178,2046.643194
130.79263,162,2050.772798
636.881977,461,2062.276604
667.014218,491,2074.115844
197.581815,229,2079.93205
125.533795,157,2083.834553
160.366942,192,2088.865557
543.317434,370,2097.837643
620.617007,442,2108.895394
633.011403,457,2120.460587
155.962202,187,2125.167698
169.661569,201,2130.251132
100.836545,130,2133.441278
207.187947,239,2139.537075
584.535879,407,2150.214716
580.680359,405,2160.490292
164.013417,195,2165.625547
607.931877,431,2176.860075
616.433407,435,2187.885068
214.857112,246,2194.350053
553.176243,378,2204.211487
682.429505,508,2217.182508
127.11011,158,2221.207649
600.097395,421,2234.241059
581.604842,403,2245.996522
635.485112,458,2259.009362
