#{"t_start": 1522281074.079685, "env_id": "Walker2d-v1"}
r,l,t
551.272289,263,385.251284
585.529736,285,389.078
531.504683,247,392.143641
534.019208,268,395.902676
525.458453,245,399.048383
556.609636,276,402.7668
481.269868,220,405.643267
553.65095,260,409.2954
481.394444,230,412.387394
489.567872,230,415.554386
568.493268,287,419.402517
528.658167,250,422.87425
539.537785,249,426.185707
522.835378,230,429.37312
500.850323,232,432.533805
562.841851,281,436.407644
532.683253,254,439.893678
549.162966,259,443.528762
504.144955,231,446.676079
474.610811,219,449.744066
594.423162,286,453.603403
533.568197,238,457.055573
540.671018,257,460.622112
491.841519,229,463.860144
569.485643,277,467.741564
474.750223,211,470.834081
527.227107,258,474.478089
530.450049,237,478.119411
536.918584,251,481.687432
522.69651,254,485.819637
536.651679,271,489.62128
528.994261,241,493.164973
504.018415,237,496.551696
529.282573,265,500.441839
513.128935,255,504.082884
513.279242,252,507.798203
493.693494,233,511.324451
514.818344,252,515.04994
506.408893,243,518.543145
517.025647,244,522.157344
516.050713,258,525.820134
508.005521,244,529.518299
550.066404,258,533.511415
508.32388,238,537.573157
534.318943,263,541.850984
531.1351,262,545.859054
552.17255,278,550.531381
540.163977,266,555.510371
520.027374,256,559.806444
551.219605,267,564.357116
525.039395,247,568.048226
510.583431,244,571.789085
518.421403,260,575.667595
497.599492,233,579.206319
491.528502,231,582.655941
568.178764,270,586.832324
570.223744,280,591.012183
495.159346,231,594.573852
501.370111,228,597.968683
517.8918,240,601.751567
515.579621,246,605.4594
530.051007,255,609.434239
486.66154,225,612.909428
520.419126,255,617.011723
495.926565,237,620.572765
514.142042,251,624.529358
560.149859,286,628.905213
506.050052,230,632.554285
501.917039,234,636.096655
474.795962,222,639.710626
564.106209,271,643.984737
525.049343,261,651.722587
561.417369,271,657.901304
525.520103,264,662.925346
544.042894,273,667.286849
541.854197,266,671.871395
487.772959,227,677.237407
508.491456,234,682.091835
518.708001,250,686.944303
527.76198,257,691.956921
511.13384,252,696.24942
567.895114,279,701.29876
553.3074,276,705.802595
528.999842,258,710.279486
488.881704,219,714.048461
575.793253,281,718.858597
565.840321,280,723.492626
516.335913,249,727.817878
541.361647,264,732.218861
545.587741,266,736.856587
519.911948,253,741.148554
510.14679,244,745.458033
529.936626,257,749.802533
555.448953,284,755.047338
564.167339,276,759.885661
539.468314,275,764.579523
525.746369,256,769.567917
543.53814,257,774.737186
534.00077,262,780.016908
552.902814,270,785.845799
555.7083,277,791.154715
514.543046,243,795.744179
542.058576,264,800.753287
524.251093,251,805.001282
518.78634,249,810.231776
497.448308,233,814.105586
544.668183,264,818.833524
493.308655,228,822.739435
514.599978,253,827.23983
527.221143,256,831.589314
525.281631,262,836.207215
550.01869,269,840.827855
482.039477,221,844.773136
489.778396,223,848.677676
530.605781,252,853.06954
518.927612,253,857.394107
520.931146,250,862.01607
520.115257,253,866.268742
533.731852,261,870.813367
517.197043,256,875.257906
501.048442,235,879.426612
523.013444,255,883.768315
519.17707,258,888.519975
550.588963,281,894.169185
531.884413,269,899.061542
500.9165,236,903.141948
513.781086,248,907.587099
502.178893,233,911.760042
553.512689,266,916.516727
516.76638,253,921.005237
551.996789,271,925.913099
528.728086,255,930.407868
537.667488,269,935.336766
526.130763,261,939.99701
526.182525,263,944.703263
495.798114,234,948.950588
492.781102,228,953.295819
533.260714,263,958.006118
516.644292,257,962.965957
481.477681,226,967.02442
498.497903,243,971.592417
545.336843,266,976.453345
480.127713,226,980.875963
551.511971,275,985.923773
474.671217,216,990.072877
538.864783,272,995.146494
530.355507,261,1000.147488
520.402059,257,1004.789576
535.936006,262,1009.883564
542.005328,269,1015.072037
553.74043,287,1020.632728
562.601865,289,1026.090703
524.939475,259,1030.950699
534.672561,261,1035.980248
527.180056,257,1040.883768
517.955228,247,1045.677048
505.862657,248,1050.386867
524.112492,252,1055.279065
487.755313,238,1059.900796
511.832606,254,1064.883614
502.047805,246,1069.506885
505.449362,242,1074.286688
542.571382,271,1079.913901
545.412038,270,1087.457351
527.390682,269,1093.573071
521.217651,263,1099.605958
