#{"env_id": "Walker2d-v1", "t_start": 1522284516.154027}
r,l,t
949.236663,778,577.898279
122.501116,154,580.032835
773.421805,600,588.651673
167.522217,201,591.67568
806.792948,634,600.924103
862.568213,689,610.858967
848.81774,676,620.874679
793.377268,620,630.063844
770.971093,598,639.079098
790.988632,618,648.608818
802.399614,630,658.050395
790.683262,617,667.48012
826.007074,653,677.601213
129.426545,161,680.027272
141.514272,174,682.743645
121.993591,153,685.075135
818.449979,646,694.967263
170.266713,202,698.111688
148.766692,181,700.827268
125.187525,157,703.228299
102.429914,134,705.485192
141.814948,173,708.10913
105.447465,136,710.154508
759.896045,586,719.298761
763.614573,590,728.547461
195.119169,227,732.015672
568.099632,526,740.875805
167.053634,200,743.956
785.329109,613,753.806014
259.326385,293,758.321537
120.407811,151,760.862978
790.399931,618,770.631724
857.385524,685,781.61962
114.395204,145,784.041491
874.709749,703,795.344777
170.245778,202,798.672648
776.837317,603,808.657882
130.170534,161,811.244075
828.055444,654,821.940778
768.755966,596,831.780614
809.740945,636,842.47976
156.901042,189,845.52431
805.012187,633,856.12352
186.018241,219,860.058319
422.115579,378,866.330495
778.097882,605,876.631431
776.048252,604,886.815069
130.699775,162,889.515548
805.273753,632,900.26072
442.717627,398,907.101317
924.764936,752,920.029068
834.451068,662,931.605179
145.640909,177,934.718821
150.220563,182,938.03266
796.925338,624,949.092551
170.479703,203,952.746208
864.658411,693,965.355271
798.623004,625,977.062715
119.205493,150,979.699529
800.967551,627,990.917411
795.374019,622,1001.978399
119.095116,150,1004.60784
807.375678,635,1015.850039
107.392391,137,1018.397455
147.230347,178,1021.511459
859.12746,686,1033.719766
121.744457,153,1036.589701
455.820321,411,1044.034593
945.063755,774,1058.031589
834.775406,662,1070.122129
788.905789,617,1081.608792
159.518763,192,1085.072416
735.477377,564,1095.376881
493.942817,449,1103.871498
480.997842,436,1111.972781
853.088993,679,1124.851944
459.038037,414,1132.895767
177.015143,209,1136.959264
422.761972,378,1143.876219
750.708711,577,1154.779765
156.446398,188,1158.385892
829.374514,657,1170.85697
160.039362,192,1174.60211
174.389629,206,1178.430997
168.725637,201,1182.234949
136.571287,168,1185.569661
453.105406,409,1193.396579
137.872111,170,1196.616455
455.886668,412,1204.542565
455.128037,411,1212.582213
233.286382,266,1217.658934
841.606547,670,1230.580526
195.729887,228,1235.153835
648.857098,468,1244.559152
149.53436,181,1248.054631
136.925339,168,1251.341006
97.690042,128,1253.93264
149.860833,181,1257.4589
201.279204,234,1262.094811
489.134603,445,1271.088965
572.3113,395,1279.748423
495.061943,451,1289.310565
95.375254,125,1291.893182
487.619037,444,1301.185364
481.67722,439,1310.847423
820.119965,647,1324.919303
117.657116,148,1328.28481
170.140073,202,1332.816359
239.105078,272,1338.526984
774.290716,601,1351.177256
140.261647,172,1354.765198
669.427981,492,1365.101664
195.591955,228,1370.053939
173.059873,205,1374.346843
485.104703,441,1383.695588
457.0802,414,1393.835199
132.756636,164,1397.275607
515.963587,472,1407.151749
576.53861,534,1418.196623
485.071244,441,1427.349253
522.330073,478,1437.256351
153.096008,185,1441.081781
597.23455,421,1450.03383
540.675281,367,1457.852607
479.685393,436,1467.07865
584.746929,407,1475.904319
659.016619,487,1486.434817
118.100156,149,1489.491635
690.351163,512,1500.237568
491.389386,446,1509.655731
497.784134,454,1519.254633
483.339933,441,1528.593586
122.008664,152,1531.802286
530.48719,486,1542.446666
566.95489,390,1551.470368
125.735455,157,1555.382549
660.664409,490,1566.462577
576.358407,400,1575.075377
177.061333,209,1579.838088
165.892589,198,1584.281117
563.563806,521,1595.676252
600.579983,422,1604.682639
499.732614,456,1614.808688
462.431679,419,1623.88881
624.515423,450,1633.903298
635.005128,458,1644.315256
578.945271,400,1653.278427
588.09818,415,1662.569679
254.213704,288,1668.987456
212.944973,245,1674.61538
582.15581,539,1686.646825
709.328499,535,1698.693259
572.866369,396,1707.731133
594.484407,421,1717.038662
598.505173,422,1726.780891
129.647361,161,1730.588593
588.121597,411,1739.849106
556.593402,379,1748.439175
136.275249,167,1752.418911
648.144555,473,1763.18532
583.602754,408,1772.418928
590.811152,412,1781.86813
176.178761,208,1786.832033
611.043108,435,1796.674703
562.127906,385,1805.591385
101.525411,132,1808.63038
86.940898,117,1811.601572
580.092046,400,1820.92993
112.461411,143,1824.170927
193.519933,226,1829.386754
97.629688,128,1832.468372
256.688603,289,1839.070938
591.523307,417,1849.315778
582.349061,406,1858.962362
625.967216,453,1869.69545
128.61387,160,1873.387834
571.536502,395,1882.895274
593.73394,416,1892.775407
302.722512,336,1900.812229
632.845805,458,1911.700808
587.698481,414,1921.71081
119.541352,149,1925.315327
657.918021,479,1936.843511
133.480894,164,1940.893383
589.110747,408,1950.604695
155.738557,188,1955.355216
156.379723,188,1959.735685
176.868641,210,1964.919891
254.516718,286,1971.674897
153.325655,184,1976.248288
568.357936,391,1985.504118
635.516348,453,1996.507662
589.531974,411,2006.533313
599.405792,425,2016.921803
626.029141,448,2027.847993
646.708508,474,2039.453732
620.586861,446,2050.410927
145.947056,177,2054.762949
567.305288,390,2064.436796
144.848689,176,2068.659895
106.368703,136,2072.029195
193.100533,225,2077.755448
606.842454,436,2088.735216
119.779042,151,2092.416839
665.31363,492,2104.594159
560.865764,382,2114.305135
160.041864,191,2118.988365
149.95106,181,2123.393725
155.536821,187,2128.354789
143.721402,175,2132.707014
113.856878,145,2136.251263
137.717529,169,2140.562919
187.900095,219,2146.341244
592.932044,415,2157.007438
164.649704,197,2162.040338
744.104635,569,2176.945553
590.871938,413,2187.416657
560.856778,385,2197.451464
162.175829,194,2202.584502
153.974247,185,2207.363293
116.391432,146,2211.017264
577.680591,404,2221.40384
602.01671,423,2234.482703
605.612513,429,2247.117709
629.252174,448,2259.71471
