#{"env_id": "Walker2d-v1", "t_start": 1522284516.29889}
r,l,t
637.469897,463,1759.76142
710.812541,537,1772.157375
123.763396,155,1775.841332
143.764226,176,1779.793768
582.574941,409,1789.287101
591.620276,417,1798.86076
94.440251,125,1801.739034
573.548869,397,1811.032568
551.048958,375,1819.538867
108.622644,139,1822.99509
597.387123,424,1832.918859
117.720557,148,1836.318049
611.595988,437,1846.986705
565.87822,392,1856.18723
114.284609,145,1859.551778
203.545592,236,1865.160898
610.93003,433,1875.428014
135.431019,166,1879.355538
668.133191,491,1891.011274
634.953915,461,1902.05338
125.635515,157,1905.927231
192.434252,224,1911.177923
659.467016,485,1922.913698
183.482507,215,1928.200805
139.256145,170,1932.224194
632.210069,460,1943.2995
156.129537,188,1947.823474
761.836701,587,1961.928265
579.055136,404,1971.742076
218.864152,251,1977.902568
599.530745,426,1988.151809
574.753741,398,1997.680066
617.906972,442,2008.415906
658.746103,478,2020.077764
602.95285,425,2030.486222
584.483315,407,2040.40554
628.429685,453,2051.621346
597.083708,421,2062.125794
143.915422,175,2066.341948
127.969647,159,2070.225589
175.942168,207,2075.349994
627.543449,452,2086.874914
618.192056,438,2097.515871
632.053816,461,2109.040878
152.946995,185,2113.819389
613.731488,439,2124.830887
162.537108,194,2129.751822
597.225941,422,2140.302096
604.323981,429,2151.522488
580.949803,406,2161.797234
603.835241,431,2172.961669
558.350576,379,2182.828872
191.733509,224,2188.738021
171.419899,203,2193.976292
215.136127,247,2200.213146
587.802864,413,2210.986872
582.444627,403,2221.278526
573.809756,398,2233.802107
198.195231,230,2240.39006
550.262361,371,2251.156009
614.010703,435,2263.198526
141.521997,172,2269.972891
