#{"env_id": "Walker2d-v1", "t_start": 1522284515.800914}
r,l,t
111.850183,147,251.841595
836.511749,665,259.422218
218.926278,257,262.423283
121.258556,160,264.212553
812.748317,641,271.688829
118.921952,156,273.795206
796.753672,623,281.331763
757.020602,585,288.28249
732.270029,560,294.733099
774.887986,602,301.72341
122.694244,160,303.681342
748.885243,577,310.363467
182.133414,219,312.996871
720.843154,549,319.505562
139.881135,176,321.692917
146.332394,182,323.764346
135.915964,172,325.765873
759.202108,588,332.889759
844.106163,672,340.901719
769.044406,597,348.537357
129.941139,166,350.490501
748.216942,576,357.781887
233.684721,270,361.081745
197.267262,234,364.062825
876.705542,703,372.827041
141.390356,176,375.003187
187.687887,222,377.941473
122.447281,157,379.936179
857.732311,685,388.760288
205.32025,243,391.803716
892.352997,719,400.959464
326.152695,363,405.675763
785.464831,613,413.584968
785.342392,613,421.70512
172.851992,206,424.305728
897.066853,725,433.773442
819.251422,647,442.449514
857.24341,684,451.41828
191.305533,226,454.759091
271.580497,308,458.704203
815.388508,642,467.154862
788.34027,615,475.394012
845.3801,674,484.344578
739.839819,566,491.879199
826.050195,652,500.777591
797.301664,624,509.189884
906.161165,733,519.033724
810.494128,639,527.843373
781.470445,609,536.366657
134.642156,168,538.612211
181.096115,214,541.520136
826.547565,654,550.738192
947.511223,776,561.640068
125.217876,158,564.048468
152.990243,186,566.662066
852.903566,681,576.457499
813.012313,640,585.7982
150.604211,183,588.316398
864.363202,692,598.364559
800.39058,626,607.594228
159.315383,192,610.306285
758.869436,586,618.866206
254.442748,288,623.119949
801.423327,628,632.610095
796.409244,623,642.15867
788.623638,616,651.546086
768.272789,595,660.509433
185.150025,218,663.713597
830.474284,658,673.694722
809.246669,637,683.718957
150.539064,183,686.508546
772.947244,599,695.623008
133.345981,165,698.249197
778.573744,605,707.61337
765.086526,593,716.822913
789.697195,617,726.327653
774.560547,601,735.724225
390.299154,346,741.848835
788.685809,615,751.49677
220.43189,253,755.591901
167.355801,200,758.673574
798.36674,626,768.809299
179.782986,211,772.065228
115.553589,147,774.360741
174.00063,206,777.776515
784.674706,612,787.625358
137.124011,170,790.273138
164.382085,197,793.560061
797.462572,624,803.82239
137.469208,169,806.525653
164.876457,197,809.834169
131.232797,163,812.497704
432.81918,388,818.823389
818.128254,646,829.515122
230.495959,263,833.880174
751.858185,579,843.531295
783.592821,610,853.696983
796.42728,623,864.370912
159.920328,192,867.673604
872.936946,700,879.373285
173.475335,206,882.753194
458.692194,413,889.855998
151.783361,183,893.020942
488.459418,444,900.424303
448.60836,403,907.44146
816.63445,645,918.564284
195.748042,228,922.465077
776.162475,603,933.078804
852.706694,679,945.252414
809.585901,636,956.560938
845.09843,673,968.784295
431.959279,388,976.200497
441.560088,397,983.367842
828.440839,656,994.932151
795.022665,621,1005.98168
867.290191,695,1018.368943
164.542751,196,1021.797811
795.831391,622,1032.944897
842.715474,670,1045.12319
863.810028,692,1057.646256
783.155055,610,1068.808657
205.450575,237,1073.179356
180.613953,213,1077.098479
802.476423,629,1088.608683
469.712731,425,1096.481624
840.254036,668,1109.057555
439.208755,396,1116.556736
447.474853,404,1124.089892
480.518375,436,1132.507334
814.924994,642,1144.573963
837.995068,666,1157.257459
163.740944,195,1160.881245
509.369842,465,1169.723703
868.861759,696,1182.880388
211.949219,245,1187.701286
217.026179,249,1192.380242
157.662393,190,1196.103969
521.258513,478,1205.329738
615.451592,435,1213.827603
128.398204,159,1216.862534
966.114531,792,1232.387862
560.576569,516,1242.602276
123.511743,155,1245.633154
123.386879,155,1248.593739
473.49173,429,1257.086036
200.263876,232,1261.494995
508.402511,464,1270.970061
211.743614,244,1276.576685
193.048131,225,1281.231952
159.685866,192,1285.267208
471.939227,428,1294.334419
116.398903,147,1297.391199
613.671641,570,1309.747458
492.304852,449,1319.309435
482.046694,437,1329.136786
660.853557,488,1339.609525
756.793051,583,1351.907763
454.142978,410,1360.567366
494.965879,451,1370.114416
107.757385,139,1373.044115
508.494575,465,1382.818378
628.442013,449,1393.61954
619.710315,445,1403.160572
633.450784,454,1412.563232
135.379306,167,1416.017218
477.276619,433,1424.951381
715.673402,542,1436.262047
488.823464,445,1445.633207
725.786175,554,1457.350386
112.726046,143,1460.267793
183.421036,216,1464.868201
154.578953,186,1468.896348
123.476964,155,1472.164915
771.634653,597,1484.862472
589.4473,416,1493.823318
125.717884,156,1497.261093
185.724645,219,1501.722004
113.00046,144,1504.754037
505.104737,462,1514.454474
615.248678,439,1523.702785
178.049564,211,1528.289336
519.114656,475,1538.214284
576.645444,403,1547.225148
540.065922,496,1559.582592
152.248788,184,1563.792102
156.244775,188,1567.730086
216.220371,249,1573.153322
473.404839,429,1582.539377
759.328835,583,1595.440424
693.088953,516,1606.763403
573.26479,396,1615.289407
624.543323,451,1625.109445
466.737593,423,1634.550361
652.004759,478,1645.430432
474.527502,430,1655.034428
567.231108,391,1663.800716
110.334858,141,1666.895946
154.322352,186,1671.047274
512.940406,470,1681.6405
169.751599,202,1686.306878
106.39535,137,1689.305859
632.864939,449,1699.491363
538.948957,496,1710.635111
555.677811,378,1719.22469
225.832004,258,1725.053006
437.633372,394,1734.174296
222.517159,256,1739.860085
587.285174,407,1749.24119
711.578076,534,1761.273757
163.113148,194,1765.914967
731.753423,553,1778.573331
559.753511,382,1787.403683
615.228691,437,1797.383003
134.562361,165,1801.31531
476.741901,434,1811.414566
568.224103,394,1820.406542
133.381089,165,1824.364696
608.279779,432,1834.535103
658.603265,481,1846.196264
130.601695,162,1849.880817
629.822798,452,1860.591284
616.670783,435,1870.967984
607.604862,434,1881.297272
584.446954,411,1890.946466
598.383334,424,1901.075227
585.336498,411,1910.981896
588.810565,416,1921.034103
166.088089,197,1925.679438
161.879675,193,1930.479239
573.929464,398,1939.835927
686.089019,512,1952.582274
628.270194,449,1963.13131
612.857941,436,1973.652562
568.661807,391,1983.159168
561.389123,382,1992.311909
571.700878,395,2001.935257
168.168537,201,2006.865114
155.649345,187,2011.285293
626.956979,450,2022.267296
195.475735,228,2027.960656
197.940929,230,2033.467994
158.875981,191,2038.261551
609.908785,433,2048.618186
615.491727,443,2059.736368
595.645818,415,2069.990342
311.983203,346,2078.621635
547.938782,373,2088.152498
204.684802,237,2093.864728
118.464959,150,2097.487831
162.148118,193,2102.501004
116.584184,147,2106.052207
107.250781,138,2109.518409
119.066122,149,2113.412217
210.797937,243,2119.346873
206.650776,238,2125.430443
177.07643,209,2130.754836
667.419679,494,2143.348417
592.281524,419,2153.982913
124.704526,156,2158.002526
144.213077,175,2162.415201
161.701082,193,2167.567381
579.995053,404,2178.15652
591.627388,417,2188.861389
203.841328,236,2194.860084
126.673291,157,2198.930955
604.097074,426,2209.990276
244.154312,276,2217.108496
166.868682,198,2222.150639
540.064479,367,2233.693626
118.001626,148,2238.200803
603.84166,424,2250.38539
655.763647,479,2263.570237
