#{"t_start": 1522281073.930368, "env_id": "Walker2d-v1"}
r,l,t
542.458163,266,460.999819
548.957174,261,464.706441
480.812367,222,467.814877
517.225003,230,471.214814
560.320647,270,474.963672
539.286784,260,478.969974
552.323744,279,482.928166
530.424521,240,486.836618
576.283852,287,490.895885
499.75506,234,494.37201
572.351799,285,498.386721
524.26066,254,502.094823
495.23539,229,505.362321
516.859956,247,509.131274
518.954553,237,512.612889
544.867691,260,516.459136
521.289277,248,520.01861
492.388722,222,523.316715
535.353333,266,527.122256
531.113988,255,531.024914
494.919633,230,534.614916
556.729267,265,539.144325
521.98289,254,543.204142
546.225644,273,547.449357
564.869243,270,552.26799
517.19434,251,556.812619
486.453768,223,560.547208
510.441084,248,564.729669
591.22514,282,568.965343
492.886109,233,572.531111
519.670903,257,576.328603
517.559273,248,580.156588
510.429811,247,583.783252
499.924445,249,587.674516
558.35844,266,591.601872
513.439803,244,595.412758
526.863813,260,599.299593
549.188675,263,603.442314
524.170308,259,607.334553
516.367216,238,611.025756
518.046577,249,614.88547
550.087706,256,619.009647
532.964217,264,622.975852
524.901886,259,627.09486
502.974833,238,630.700764
553.100414,286,635.228219
502.843403,233,638.799099
556.80826,278,643.234328
548.268603,280,650.819401
515.425601,251,656.97926
483.316643,226,661.602368
568.533435,269,665.963793
540.163118,269,670.419634
490.70546,230,675.646548
532.410665,260,680.936909
555.15654,270,686.329158
498.709615,235,690.941921
511.763898,253,695.36022
521.642625,256,699.956413
524.847382,257,704.272527
509.348285,246,708.41637
512.77184,251,712.751991
512.638531,250,717.081048
531.310181,254,721.34549
525.564166,258,725.753273
497.866042,236,729.709238
568.29525,274,734.432231
523.48237,256,738.75334
513.103508,248,743.132844
508.056258,243,747.186798
522.788369,258,751.788334
514.8858,257,756.399308
558.449172,268,761.107113
520.97698,253,765.406108
517.17069,247,770.350552
492.298134,230,775.016704
483.050424,219,779.497779
536.265604,267,785.331004
522.050207,253,790.240979
529.616001,261,795.134784
495.411623,232,799.441977
525.9273,253,803.873006
577.994138,292,809.827176
538.939526,256,814.096213
518.188757,255,818.561272
530.13121,256,823.098421
536.930748,254,827.546996
515.255155,248,831.747034
552.303131,270,836.513013
522.661101,255,840.894532
476.930572,224,844.913274
535.328453,267,849.499722
544.005152,262,854.145232
526.672911,256,858.482559
522.919549,257,863.14828
522.147951,257,867.577119
511.371005,247,871.872332
562.082042,277,876.61084
557.550998,268,881.346348
558.331781,271,886.256822
503.375481,245,891.060093
520.858152,255,895.909781
518.656342,256,900.451757
535.161035,263,905.188172
500.355862,233,909.169483
487.595216,217,913.060082
553.462389,271,917.911468
505.104541,242,922.268661
518.448666,254,926.767248
520.22192,252,931.328435
541.673402,272,936.233592
549.138663,284,941.443404
544.969335,265,946.132122
511.701699,242,950.657251
508.244491,236,954.966844
508.498405,244,959.493331
536.451382,262,964.366175
519.099624,252,969.100109
491.701847,226,973.220335
498.720646,237,977.72301
545.951709,270,982.752887
524.909346,260,987.723385
542.069224,267,992.566727
481.806,221,996.982974
510.57123,253,1001.603657
530.194823,252,1006.352217
512.330761,255,1011.129016
541.142572,270,1016.508173
474.686886,221,1020.685902
510.914561,241,1025.296709
537.322844,272,1030.387809
506.28819,250,1035.193847
524.907735,256,1040.018048
542.135651,260,1045.077994
509.301774,252,1049.853449
533.174333,253,1054.765207
512.292426,249,1059.574826
520.024562,247,1064.4884
472.503648,216,1068.525794
526.136199,256,1073.563428
522.569608,255,1078.745908
520.135724,255,1085.610045
547.256348,267,1092.028608
515.761123,255,1097.923509
