#{"t_start": 1522281074.045828, "env_id": "Walker2d-v1"}
r,l,t
380.893074,201,180.951761
408.850318,226,183.345381
407.569043,223,185.774994
376.306835,195,187.865419
447.412459,245,190.487011
392.92644,212,192.708916
458.558251,231,195.08616
443.791175,212,197.473996
432.506465,222,199.799921
501.070511,234,202.447201
553.518731,261,205.173297
448.496219,229,208.356027
498.077501,266,211.902553
496.194705,256,215.576453
473.557738,230,218.093439
504.018959,238,220.758744
478.175367,228,223.173524
605.018183,263,226.168053
585.665,258,228.880846
453.187561,210,231.359285
533.985526,263,234.201989
602.876502,310,237.717915
602.906896,293,240.844141
471.097949,220,243.420941
475.984147,249,246.104413
477.022086,229,248.863117
528.043402,241,251.515301
543.06533,272,254.647334
531.569153,258,257.489612
553.546654,248,260.382857
481.246378,224,262.874928
572.481439,282,266.204782
552.39002,268,269.227908
512.453539,243,272.135187
546.719154,244,274.912048
535.26263,267,278.162188
525.515432,224,280.766743
616.038076,310,284.552513
563.081884,286,288.011288
543.794698,255,291.054632
545.733594,235,294.017054
475.230205,217,296.596901
470.065851,213,299.033422
615.529146,269,302.377364
521.033794,244,305.327579
443.810295,222,308.123558
532.456802,255,311.158535
481.421732,228,314.038992
563.457047,286,317.446139
501.328065,251,320.558077
568.807299,289,324.003931
548.869901,267,327.392352
507.992693,223,330.031038
580.134544,276,333.444664
582.748331,278,336.996871
575.52357,288,340.424774
566.928569,265,343.815366
484.768355,224,346.527462
577.54954,251,349.727176
559.843233,247,352.692372
513.099999,235,355.726277
548.268184,250,358.814223
516.745903,235,361.887736
630.578941,292,365.401111
586.459795,288,369.269075
524.467036,267,372.497669
533.053746,251,376.301426
509.686939,235,379.619648
554.775115,267,383.135238
585.773111,266,386.466268
533.252599,246,389.751509
547.426412,263,393.063019
523.348093,241,396.490474
509.259801,225,399.370832
526.671031,254,402.793873
541.298626,258,406.184292
522.662852,245,409.615356
465.303117,214,412.491828
543.457431,273,416.255934
520.158072,243,419.538997
522.717827,254,423.027981
504.281964,231,426.093142
552.453453,242,429.457783
541.664631,257,432.917506
554.865987,261,436.523877
561.406176,264,440.147591
488.258661,222,443.332234
534.421597,264,446.872928
528.099525,250,450.406608
541.131196,254,453.792111
520.844065,250,457.430216
537.636568,254,460.953391
558.601416,263,464.706905
526.02272,245,468.101741
538.063108,251,471.79453
528.864142,256,475.384956
564.948766,271,479.514737
500.942527,231,482.814406
537.646798,256,486.982415
516.53155,236,490.292168
510.081959,246,493.93697
552.079142,273,497.789384
527.317223,257,501.565928
514.752185,254,505.172717
501.37967,233,508.658489
509.05871,232,512.151841
492.541066,231,515.557267
500.196291,232,518.866632
487.118104,222,522.196304
482.827545,215,525.286405
528.56125,264,529.252221
509.487967,246,532.906198
560.266292,272,537.606088
538.616959,258,541.815771
539.824958,254,545.731789
503.409101,240,549.639691
532.522664,271,554.729865
541.604267,266,559.261743
529.26712,255,563.652121
524.271358,251,567.399705
540.763997,267,571.528753
563.159349,258,575.347644
496.652803,236,578.955407
509.170898,241,582.538835
562.304992,272,586.731202
555.136897,258,590.619747
527.765053,255,594.526114
542.208101,272,598.60771
541.980248,257,602.568532
518.063951,251,606.391028
516.870119,249,610.21941
562.023223,273,614.478402
540.844369,278,618.949992
519.096043,261,622.855556
511.66526,243,626.697526
570.271364,270,630.850238
502.249226,236,634.600175
538.066914,267,638.680253
549.278657,266,642.914294
536.462267,262,649.631568
564.538284,272,656.663381
532.727569,264,661.955346
540.129056,273,666.332709
546.682387,262,670.681546
524.970036,255,676.660454
543.948523,265,682.026233
485.339998,221,686.314913
523.098861,261,691.477688
589.449088,299,696.536649
507.371977,248,701.084094
486.333155,224,704.698377
579.367976,272,709.343059
546.076935,276,714.154029
532.140571,258,718.613741
531.603721,260,722.953217
486.059111,218,726.642632
521.310081,245,730.765232
504.001861,239,734.926159
515.358509,257,739.203526
491.673471,218,743.111237
496.343102,236,747.073448
520.915352,243,751.441221
548.735629,265,756.192135
492.825924,226,760.151294
529.139509,272,764.795864
505.707828,239,769.518592
559.651223,277,775.057339
568.184691,280,780.801331
483.92531,226,785.707738
517.434649,255,790.66223
515.58743,246,795.307029
525.944581,253,800.055625
549.974941,276,804.777087
522.383295,263,810.20308
537.421409,262,814.636313
538.511407,260,819.259059
524.725692,257,823.643425
527.275177,263,828.342665
489.232041,224,832.151294
534.025975,257,836.634663
530.805978,263,841.171839
559.211283,284,846.215044
509.385992,246,850.448697
514.394548,254,854.903284
515.276744,249,859.32947
538.497903,253,863.789918
516.972296,246,868.008786
499.732385,245,872.286733
485.807407,232,876.24538
541.419349,270,881.002976
543.440797,262,885.577723
518.024334,246,890.460659
481.049799,222,894.688254
522.698955,260,899.434647
506.334551,240,903.633996
548.125137,274,908.495715
489.817529,224,912.523362
465.588751,213,916.378209
568.053632,288,921.459827
542.857812,265,926.215245
493.474046,229,930.28513
479.367246,221,934.387992
574.468547,289,939.524026
520.617664,250,944.02401
543.771862,264,948.793427
573.266891,296,954.349326
496.630646,231,958.468074
505.651864,243,963.184842
499.095927,238,967.460922
514.646438,257,972.352595
544.220186,265,977.138844
485.06644,231,981.657937
504.895961,247,986.188034
526.944786,253,991.026169
486.225568,230,995.352563
532.005696,261,1000.283861
548.259299,268,1005.224249
527.73628,263,1010.265146
475.897099,243,1015.011182
494.863336,228,1019.409519
544.916603,273,1024.487146
554.111964,279,1029.866622
501.638969,237,1034.407056
521.554582,249,1039.120106
479.767296,231,1043.437149
471.567075,213,1047.67094
486.338363,212,1051.650206
479.809941,225,1056.135206
474.235295,218,1060.290237
513.862429,252,1065.205989
503.997829,251,1070.045317
511.125934,248,1074.870827
511.456329,245,1080.117838
523.093152,259,1087.284851
508.617449,239,1092.870911
501.177895,237,1098.316738
