#{"t_start": 1522281074.090207, "env_id": "Walker2d-v1"}
r,l,t
505.284603,223,416.228962
467.475408,217,419.188129
527.027815,224,422.320147
514.325199,231,425.339518
511.3985,242,428.701533
518.097963,232,431.835606
483.930205,228,434.865297
539.30339,245,438.237941
501.815435,231,441.470571
536.303573,250,444.988193
527.869605,256,448.487336
502.062248,235,451.813454
585.508611,294,455.780714
542.05747,254,459.462793
535.858544,252,463.058393
512.638159,244,466.408255
495.660623,213,469.380243
545.348292,260,473.206068
518.82251,254,476.941035
577.094438,268,480.895337
539.742248,257,485.093379
547.398218,258,488.703674
547.045493,260,492.538508
507.779783,228,495.75382
522.943033,250,499.283156
550.063826,279,503.449977
549.248873,268,507.37042
514.498825,255,511.194018
518.380578,244,514.826396
528.277454,260,518.544322
517.547733,245,522.16464
523.062295,255,525.807324
545.946812,275,529.973857
538.259558,266,534.020134
531.135211,261,538.586247
589.804305,291,543.191846
552.621094,266,547.308199
518.245081,245,551.651116
554.106327,275,556.662733
585.486313,284,561.42891
557.155682,267,565.826264
526.01967,245,569.433323
533.412209,260,573.414886
515.906815,246,577.057555
574.180885,270,581.19572
552.152846,261,585.277523
570.154796,261,589.126809
590.148705,280,593.442004
553.232225,263,597.359974
532.913333,261,601.463568
498.272661,234,604.968401
553.388455,255,608.90048
536.436687,256,612.899611
512.298341,251,616.935765
540.861463,261,620.889425
516.590926,244,624.722887
508.317449,247,628.522238
549.741986,264,632.678266
537.408822,270,636.788106
554.28755,270,641.137335
540.364639,273,646.023416
538.457874,269,654.11644
507.528243,241,659.495211
489.473282,225,663.49294
499.958814,234,667.14505
507.392098,239,671.169431
519.75123,245,676.982002
547.480741,276,682.549493
535.710965,271,687.799608
519.981518,250,692.731872
507.173343,240,696.738886
502.475601,241,701.138348
519.11317,260,705.404906
530.574182,258,709.71688
538.976061,274,714.505469
521.18422,253,718.906804
540.670466,264,723.300669
485.007741,222,727.145349
517.440473,250,731.290237
542.309047,271,736.004295
514.784687,251,740.212216
511.558464,249,744.612685
545.716614,256,748.934093
521.797428,247,753.543822
542.604478,263,758.005427
541.26833,260,762.595852
498.954729,240,766.695321
569.783766,285,772.704935
560.718615,286,778.630734
566.10323,277,784.542724
514.279711,253,789.559864
513.543498,258,794.404798
524.36984,253,799.081624
528.216944,264,803.710336
501.639136,238,808.644639
525.865583,257,813.084844
477.233978,220,816.952845
535.61112,260,821.441765
565.460662,283,826.449287
519.607999,252,830.741362
500.846188,233,834.831331
497.815287,238,838.926731
495.47988,236,843.116036
536.739635,266,847.744194
544.342074,269,852.436715
544.65514,270,857.061045
519.092131,249,861.672616
514.312493,239,865.706408
548.247148,277,870.546185
519.737701,256,874.940505
497.957113,236,879.1123
544.150653,265,883.612123
513.914384,248,888.205924
497.609047,247,893.265613
525.177505,253,897.87707
554.371755,277,902.714534
536.900414,260,907.339628
552.186648,273,912.188694
503.77741,246,916.602214
547.352468,272,921.482367
549.516292,268,926.254855
515.866085,259,930.830415
504.074879,240,935.314978
536.00018,272,940.094711
539.316557,262,944.909962
564.564305,277,950.023623
560.624049,277,955.101325
505.755391,248,959.722731
535.905243,262,964.586378
487.830257,226,968.848151
514.013646,260,973.559554
514.932578,253,978.307842
517.082742,252,983.021491
491.128663,235,987.566922
532.03577,264,992.393007
539.129591,272,997.711591
506.595495,245,1002.138258
506.144149,240,1006.723966
496.35779,228,1011.052766
560.189102,286,1016.732574
541.677712,271,1021.750246
518.93957,259,1026.753731
525.396564,250,1031.408883
542.201472,257,1036.320515
495.56627,230,1040.703625
509.352688,248,1045.567374
490.765819,249,1050.279164
510.076291,246,1055.082979
547.340516,270,1060.240841
541.254779,259,1065.356778
524.760727,260,1070.267268
510.632757,253,1075.225319
519.518115,263,1080.88759
528.823217,256,1088.250863
545.773405,277,1094.326314
