#{"t_start": 1522281074.031371, "env_id": "Walker2d-v1"}
r,l,t
499.590816,239,587.498968
574.362802,269,591.484882
502.913488,236,595.169262
558.365121,263,599.112235
543.977358,258,603.137115
585.5531,284,607.39272
502.71446,228,610.98071
522.010175,254,614.88023
505.438882,251,618.964861
481.768754,222,622.2887
535.31847,255,626.339401
536.596671,263,630.354624
548.035327,263,634.489047
577.9557,284,638.845386
531.34825,258,642.985057
561.010896,263,649.683387
502.856311,239,656.090797
489.381507,229,660.687022
520.620729,248,664.913121
557.543861,284,669.571457
549.362845,260,675.246235
510.429047,241,680.257038
514.82089,248,685.159497
521.501172,249,690.137276
574.414416,282,695.095319
521.511616,257,699.703401
528.638216,263,704.09944
540.005039,268,708.603255
532.974856,247,712.942173
487.422036,228,716.890735
541.064859,278,721.480442
530.181517,267,726.090707
542.610052,258,730.350248
508.603281,242,734.601951
553.589697,274,739.194659
501.675474,247,743.557203
520.457985,249,747.753854
510.166733,245,752.188995
488.517582,232,756.300981
527.26627,255,760.772342
532.355925,258,765.207462
529.16207,256,770.259287
484.731405,229,774.918496
523.083874,256,780.065129
522.707782,256,785.654904
554.640118,271,790.866228
514.06164,249,795.561517
543.856157,259,800.401365
563.110167,272,805.061069
506.494293,248,810.287007
500.518613,238,814.287487
540.257539,267,819.040485
539.025535,267,823.584266
491.806155,225,827.612475
523.931629,259,831.983116
525.980883,264,836.649943
552.615059,271,841.282108
538.970569,265,846.065159
496.098932,230,850.003525
529.132717,259,854.539034
530.000696,256,859.067386
520.348063,254,863.565115
489.781588,229,867.484595
486.046993,213,871.183013
500.612466,243,875.399301
515.6561,254,879.906255
520.271442,256,884.283632
479.848604,222,888.388968
500.905402,232,893.219555
494.366805,231,897.365248
528.542326,267,902.055886
530.35619,260,906.722494
517.118483,255,911.186768
480.591275,228,915.405095
531.966428,260,919.965256
546.178819,276,924.914909
498.56644,237,929.136309
564.936931,287,934.397166
538.321284,266,939.076861
504.669187,250,943.60427
525.916874,253,948.197685
482.809202,230,952.521743
475.081526,224,956.561245
482.876542,227,960.932912
519.630346,250,965.466859
551.726138,276,970.62908
501.734699,244,975.081761
465.31422,212,979.166447
506.816052,251,983.811013
513.398866,249,988.544314
526.282221,259,993.399254
529.393956,250,998.211014
513.229918,250,1002.767231
515.394085,253,1007.644257
525.16459,261,1012.485188
495.840377,248,1017.495343
562.819185,288,1022.82188
534.821489,254,1027.756741
536.665857,257,1032.49154
530.905811,257,1037.484051
527.576552,253,1042.253642
513.267605,251,1047.18021
523.274286,262,1052.106154
515.939149,254,1057.186399
517.729855,246,1061.821891
545.991088,271,1067.133371
527.198219,266,1072.152029
517.472939,264,1077.380089
520.175365,262,1084.075922
507.909747,253,1090.749495
530.702362,276,1096.831848
